  4582136336837N  57060411122223232 0 032173214112 40000200320032 1204362 00002 0 00003 0 0 0 012598 0 02422 031127121712722 11 0 00001000TX02 00 42221321213212
  45941556965 1N  40941411112221322 0 031 64120901 02001000020012 1204310 00002 0 00001 398 0 01 42598 01 01 112121171711713 11 0 00001000TX01 00 50211312313212
  4602138646837H  55200111122224332 0 013 06120901 01421000014211 3301242 00002 0 00001 3 298 01 42998 01 01 417171171111113 12 1 20001000CA10 12 61278311212111
  4612136966637H  50160111222225332 0 013 04120902 2000012231223198604271282102 0 00003 0 0 0 014498 0 08 08 082111211721223 11 0 00001000CA10 00 63112211113212
  4622136726837H  60160122022222332 0 013 04120901 01521000015211 3301 01252402 0 00003 0 0 0 014498 0 02421 232111121111212 20 0 0112 722ZZ08 10 60130311411111
  4632135166837J  60310211222226122 0 031 63212001 01423000014233 5424192 00002 0 00003 0 0 0 03 0 0 0 03 02 082221212111221 00 0 0128 571ZZ08 00 49242312220212
  4642138666837A  55400222022228231111023 06211002 400001223122365730234123240126372401 32698 03 0 0 0 00 00 002122122111123 00 0 0128 762ZZ08 10 47160321310111
  4656194778073H   1170111122213232 0 023 04220901 01811000018111 3301311972202 0 00003 0 0 0 00 0 0 0 03 01 137712111112113 20 0 0122 642ZZ08 12 64231312321111
  4664158228575N   2321411122211332 0 031 63211002 40000200120012 1204 12 00002 0 00001 398 0 03 0 0 0 01 01 437777777777772 11 0 00001000TX01 00 24111322323212
  4674157528575N   1540411322221332 0 013 06220902 5000011231123198604 12 00002 0 00001 32698 03 0 0 0 08 08 082112121212213 11 0 00001000CA30 00 52201311113212
  4682094648677H     81111122223332 0 013 04213311 01523000015236 3301291312402 0 00001212298 014798 0 03 02 037121111171113 12 2 10001000TX02 00 49171211212212
  4692137555637N  24061411122221232 0 031 67311111 02003000020032 1204312 00002 0 0000145 398 01 498 0 02 41 122772122121223 11 0 00001000CA10 00 52128222323212
  4702134326837H  5755011132222023150 973 03120901 01413000014131 3301112 00002 0 000014698 0 03 0 0 0 02 41 427722172112223 70 0 0122 591ZZ08 00 58212312321212
  47141548949 1N4403050411122222332 0 013 06216211 0200300002003169504141312102 0 000012798 0 014798 0 00 00 002221111122112 00 0 0118 681ZZ08 72 32132311110111
  4722134126837N6009011422022222232 0 013 04120902 30000111311132 1204311272202 0 00001252697983 0 0 0 02 41 427112121171212140 0 0228 671ZZ08 00 64180311311212
  4732138966737N103202141122222713164 313 02212112 40000161116115 2504312 00002 0 00003 0 0 0 03 0 0 0 03 02 021211222171223 11 0 00001000IN01 00 49172321313212
  47441556865 1N  40961411112212121861132136313121 01221000012212 1204311312102 0 000014498 0 03 0 0 0 02 51 112122122721123 11 0 00001000MO01 00 43161311113212
  4752135675637H  53550120022226332 0 013 03213182 40000161316136 3301 00 00002 0 00003 0 0 0 03 0 0 0 02262 027171272112111 20 0 0122 692ZZ08 00 54120323421122
  4767076445895N2507010411322222221 09832177211002 40000500350032 1204 91312401312024014498 2983 0 0 0 02421 112121217121122 11 0 00001000TX01 00 26152321313212
  4772135645637N  2428141112221222115 131 65211182 40000182118212 1204311312200 0 00001 32698 03 0 0 0 02 41 122121112711213 11 0 00001000TX01 00 53151321113212
  47841554965 1N  42391411122222332 0 073 07220901 0142300001423115104372 00002 0 00001 32698 03 0 0 0 00 00 002122121271713 11 0 00001000CA30 00 54131321113212
  47941552765 1N  42201411211227222 0 032 24120901 0152300001523118104 42 00002 0 0000198 0 0 03 0 0 0 00 00 002211212120202 11 0 00001000WI02 00 58242311113212
  48041543665 1N  40780411122221332 0 031 66314001 01521000015212 1204 02 00002 0 00003 0 0 0 03 0 0 0 03 02 031111171711112 11 0 00001000MS01 00 42231321213212
  4816192628073N  3102141111221223115 131 66313001 01421000014212 120442123240198988001 34498 01 498 0 01 01 621121172112223 11 0 00001000NC01 00 28161311113212
  4822134446637K4321010211222226232 0 073 03211111 01123000011233 5424152 00002 0 00003 0 0 0 01 398 0 03 02 021122221121223 40 0 0122 751ZZ08122 47162321211111
  4832133516637N  4600041122222623112 113 06220901 0112300001123119104361 12102 0 00003 0 0 0 03 0 0 0 00 00 001212722117223 11 0 00001000IL01 00 54182311113212
  4847149881171H    100122022220332 0 031152211112 40000178317036 3301 02 00002 0 00003 0 0 0 03 0 0 0 02 42 037127121272111 11 0 00001000CA20 00 59100123423122
  4852136515637N  21671411112212232 0 013 04120901 0500300005003115104972 00002 0 00003 0 0 0 01191298 00 00 002721222112223 11 0 00001000PA01 00 11221311213212
  4864159748575N   1801411122222232 0 032164120901 0112300001123198604 11362402 0 00003 0 0 0 03 0 0 0 08 08 082121122121123 11 0 00001000CA20 00 56221311113212
  4872136986637H  50210111122221112 0 013 03211111 01821000018211 3301311291022 0 00000 0 0 0 00 0 0 0 02422 022112121122173 11 0 00001000CA20 00 44152313423010
  4882094638677H     81122022224332 0 003 03112111 01323000013236 3301312 00002 0 00003 0 0 0 03 0 0 0 01 01 121111221172111 11 0 00001000CA20 10 59110321423111
  4892136716837N6009011411112222332 0 063 03211001 0182300001823123104242 00002 0 00003 0 0 0 03 0 0 0 00 00 002211212121223 11 0 00001000CA30 00 59162313323212
  49041526165 1N  40640411112221232 0 032163412001 03003000030032 1204362 00002 0 00001 32698 01 1 498 01 02 021121222212112 11 0 00001000TX01 00 22111322223212
  49141552565 1N  4220141112122123137 873 06612221 0112200001122198604 11232401 2262401 226 3981 54798 08 08 082122121711113 11 0 00001000CA20 00 48241321113212
  4922138266937J2675010222022223332 0 053 07220901 04003000040033 6434 02 00002 0 000012698 0 03 0 0 0 02231 137177177777772 70 0 0121 792ZZ08110 56220311421111
  4934156618575K   1710211121221232 0 013 03412001 05003000050032 120431198800128 924011698 0 011098 0 01 02 032112111711112 11 0 00001000LA01 00 28121321213212
  4944155638575N   1610411122221332 0 031 61415001 05001000050012 1204421208000 0 00001 398 0 03 0 0 0 02422 032121112211113 11 0 00001000OK01 00 15201311213212
  49541563265 1N  40961411122221332 0 032174213211 01122000011222 1204311312402 0 0000198 0 0 03 0 0 0 02422 087177177777123 11 0 00001000AR01 00 50171322313212
  4962132615637H  53080111122221332 0 013 01212002 40000500350036 3301271312402 0 000012298 0 03 0 0 0 02422 011121122221112 12 2 20001000CO02 00 22111321312212
  4976197238073H 189020122012223232 0 013 03111001 01223000012236 3301 12 00002 0 0000198 0 0 00 0 0 0 02982 022122121112111 20 0 0112 752ZZ08 10 59220311211111
  4982137315637N  2193141112222133123 632 56411001 05003000050032 1204 91231011 3 9210116 398 014798 0 03 02 032111122211113 11 0 00001000GE01 00  8231321113212
  4992139335637N  22011421122223332 0 031 66320901 01423000014232 1204481142202 0 00001 398 0 01 498 0 03 02 022722171112773 11 0 00001000AL01 00 61180321213212
  5002136986637H  50210111121223232 0 032164312211 0151300001513114104311312302 0 000011498 0 014698 0 00 00 001211122111113 11 0 00001000CA10 00 54132311113212
  5012139296837H  55290111122222331121113 02214211 01223000012236 330197143240132202401404698 03 0 0 0 02421 227121102211212 11 0 00001000CA20 00 52141311113212
  5022135695637N  24281411222226232 0 031113413001 05003000050032 1204142 00001142524012698 0 03 0 0 0 02982 087171127711122 11 0 00001000UT02 00 12112322223212
  5032094855219N     91422022228332 0 031 63315331 06003000060032 1204282 00002 0 00000 0 0 0 012398 0 03 02 021120112122123 11 0 00001000CA10 00 44200211113212
  5042139365637N  21710422022221222 0 013 04211001 01123000011232 1204311312402 0 000012698 0 01252998 02982 022172177171122 11 0 00001000LA01 00 59240021113212
  5056194758073N  31071411222227232 0 013 04212001 0112300001123118104322 0000141272103 0 0 0 00 0 0 0 00 00 001711212111221 11 0 00001000CA10 00 54182313323212
  5062094648677H  2701011111222133135 713 02416001 05001000050011 3301312 00002 0 000014498 0 03 0 0 0 02 42 032112112112112 11 0 00001000AZ01 12  0111311113111
  5072137946637N  46041411122224232 0 032 24420901 0300300003003141104311312102 0 00003 0 0 0 03 0 0 0 00 00 002111211111223 1213130001000MI01 00 21101321212212
  50841565365 1N  42391411122221132 0 031 63612001 06003000060032 1204 12 00002 0 00001 32698 03 0 0 0 03 02 037111111212112 11 0 00001000AR01 00 17211321213212
  5092139345637N  21621421312114221 71073 07120901 01112000011122 1204 11 124011242240198 326 21 54798 02421 132122122212113 11 0 00001000VA01 00 47240311113212
  5102139345637N  21710411122221232 0 032 54211001 01723000017232 1204272 00002 0 00003 0 0 0 01 41498 01 01 127111177112223 11 0 00001000AR01 00 29151321213212
  5112134426637H4321010111122223332 0 031 66213211 01223000012231 3301271312402 0 00003 0 0 0 03 0 0 0 02422 022111112771723 11 0 00001000CA20 00 46158311113212
  51241584565 1N  42201411312224332 0 063 04212212 50000112311232 1204231362102 0 0000144 398 014898 0 03 019822112121171112 11 0 00001000AR02 00 34238313313212
  5132094778677N  33040411122221332 0 032 23212002 4000050035003141104232 00002 0 00001 32598 03 0 0 0 00 00 007112722217173 1213130001000WA02 00 15161321312212
  5142133536737J  10340211222227332 0 032 23215002 4000011231123114104362 00002 0 00003 0 0 0 03 0 0 0 00 00 007211221121122 11 0 00001000NE01 00 22132321213212
  5152133796837H  6211011132222523137 863 07212212 4000011231123169504362 00001102925014498 0 03 0 0 0 00 00 002711112212022130 0 0228 491ZZ08 00 39182321111212
  5162135695637H  53550111122221332 0 013 02120901 04003000040031 3301 01988002 0 0000198 0 0 03 0 0 0 02982 022177171777122 12 2 20001000TX01 12 66201322522111
  5177075445897N  15210411121122232 0 032175120901 0112100001121116104231242401 2541011 345 226198 0 0 00 00 002121172721123 11 0 00001000CA10 00 40121321113212
  5182133236837H  60310111222227232 0 031 6312090214000015231523118104112 00001 226102126 298 01254598 00 00 001121712112122 11 0 00001000OH01 00 66232321223212
  5192137646737H  12230122022226332 0 013 02120902 2000012231223627104362 00002 0 0000298 0 0 0198 0 0 00 00 001111112127122 20 0 0182 702ZZ08 10 65100322311111
  5202137686737H1021020122022227332 0 013 01220901 01513000015136 330131123210197988001262798 012698 0 02981 131111122212112 20 0 0112 712ZZ08 10 47140311311121
  5214157528575A   1540222022222332 0 053 07220901 01823000018233 5424362 0000125232403 0 0 0 03 0 0 0 02421 431170000000000 00 0 08881008ZZ08120100000011320111
  5222139355637N  2171041180222022146 213 04313001 01123000011232 1204361362102 0 00001 398 0 01 498 0 02302 087111110001123 11 0 00001000MI01 00 25148323323212
  5232138966737H1032021121212217331651113 04120901 0182300001823115104 3124210128182101 498 0 01 32698 00 00 001211212121222 11 0 00001000CA10 00 60160311323212
  5247149861171N    100422022222322 0 032 51214001 0500300005003118104122 00002 0 00003 0 0 0 014798 0 00 00 002771212112222 00 0 0228 121ZZ08 00  6100021110212
  5252132625637H  53080111122221332 0 013 02614111 03003000030031 3301131142402 0 0000198 0 0 03 0 0 0 02422 037722122172112 11 0 00001000CA20 12 40131221323111
  5262136796837H  60220111221217332 0 013 04120902 2000012281220663302122 0000128181031444698 00 0 0 0 00 00 001117112111112 1214140001000CA10 00 66102321122212
  5272139345637N  22011411122222332 0 032166213001 01421000014212 1204311362401972024014698 0 0198 0 0 02 41 132111111121112 11 0 00001000NC02 00 24171321113212
  5286192648073N  31021411122111332 0 031114120902 20000122312232 1204 00 00002 0 00001 32698 01 42598 02 41 122127722221223 11 0 00001000CA10 00 63101321223212
  52941527849 1H  4340011122222623122 532 44213311 0122300001223118104361342402 0 00003 0 0 0 03 0 0 0 00 00 001111112121223 00 0 0128 511ZZ08 00 50162312210212
  5302136515637N  21671411122221232 0 003 06412001 0142300001423199104311988002 0 0000198 0 0 03 0 0 0 08 08 081122121120223 1213130001000NY01 00100261323112212
  5312136936637H  50210122022224332 0 013 0331200222000012231223118104 12 00002 0 0000198 0 0 0198 0 0 00 00 007221121171112 11 0 00001000OH01 00 29100321513212
  5322136326837N  54281411122223332 0 031 64111001 02003000020032 1204132 00002 0 00003 0 0 0 012598 0 02421 122221111121122 11 0 00001000CA10 00 56111221313212
  5332094865219N     91411122121332 0 031114212002 40000500350032 1204311232402 0 00003 0 0 0 03 0 0 0 02 41 432211222121112 11 0 00001000TX01 00 19131321313212
  5344158782181N601602041121112713158 713 06212001 0500300005003165504321 8210119352101452698 03 0 0 0 00 00 001111211111222 1216160001000OH01 00 11232311112212
  5352134615637H  19170122022223332 0 043 03120902 20000172117216 3301312 00002 0 00003 0 0 0 011298 0 03 01 122111122111212 12 2 20001000CA10 00 66220311312212
  5362094455219N     91411122221331881131 64211111 01223000012232 1204271311012 0 00001 32698 03 0 0 0 01 01 131121122222221 11 0 00001000GE01 00 33141311213212
  5372094738677H  32040121322223332 0 073 03220901 0132300001323124104 12 00002 0 00001 24698 03 0 0 0 00 00 002121122217113 11 0 00001000CA20 00 61200211213212
  5382136366837N  54281411212215232 0 031 64214111 01221000012212 1204312 00002 0 000014598 0 012398 0 01 02 022121172111223 11 0 00001000CO01 00 31173311113212
  5392136386837N  54281411122211232 0 031 63215001 03003000030032 1204 02 00001311610214798 0 014798 0 024219717721111721221 11 0 00001000AL01 00 27141322313212
  5407077955897N1512020411122220222 0 032177120901 0400300004003116104231242402 0 00001973198311 498 0 00 00 002172122212110 11 0 00001000CA30 00 48211221113212
  5412133895637N  2119042202222533112 132172311001 0500300005003115104120 00002 0 00000 0 0 0 014798 0 00 00 002722727177222 11 0 00001000KY01 00 14240311213212
  5422137475637H2217020122022226332 0 073 03220901 01523000015236 3301361312102 0 0000198 0 0 01 498 0 02982 027127112112112 20 0 0111 782ZZ08 10 60210012311111
  5432139365637K  21270222022222322 0 032 14120902 10000112311233 7444 92 00001 4988003 0 0 0 03 0 0 0 02422 022172122777112 80 0 0222 731ZZ08130 66100321311111
  5449169677567H  80030111222226231211113 01313111 0500300005003627104311232402 0 0000198 0 0 014798 0 00 00 007121272171112 1213130001000CA10 12 18012312322111
  5452139345637K  21270222022222232 0 013 06120901 01223000012233 7444 01441022 0 00003 0 0 0 03 0 0 0 03 02 027122122122123 80 0 0222 751ZZ08130 55170312321111
  5462137465637H  22641122022222322 0 013 04120902 20000152815206 3301312 00000 0 00003 0 0 0 03 0 0 0 03 02 022727101271223 20 0 0222 662ZZ08 10 63140311411111
  5472137375637N  22130411122212332 0 013 04120901 0200300002003115104971312102 0 00001 398 0 03 0 0 0 00 00 002112221122223 1214 10001000MN01 00 59181312312212
  5482098965219H    730111122221332 0 013 07215001 06003000060036 3301 00 00000 0 00000 0 0 0 00 0 0 0 03 02 020000000000000 00 0 08881008ZZ08 00100008014530010
  5492138686837J  5520021112222222120 313 04213801 01223000012234 6434122 00002 0 00003 0 0 0 03 0 0 0 02421 431111127172222 12 7 70001000HI01 00 38102321112212
  5507076445895N2517011422022221222 0 032173120901 0200300002003198604201231032 0 00003 0 0 0 03 0 0 0 08 08 087772177777770 11 0 00001000CA30 00 48200313323212
  5512135675637N  2428141112222113116 231 64120902 30000172117212 1204 12 00001989880014498 0 01 42598 01 01 132121112222113 11 0 00001000CA20 00 61131321313212
  5524086498153K   133021131221523112 163 06120901 0112300001123112504 11988002 0 00001 298 0 01 198 0 03 01 432121122111113 11 0 00001000AK02 00 56233322223212
  5536194698073N  31071411222227332 0 032133120901 0600300006003118104272 00001 9352403 0 0 0 01 398 0 00 00 001721122122122 11 0 00001000WI01 00 28222311313212
  5547075535895N251701141121211811122 532177212111 0112300001123185104 62 00002 0 00003 0 0 0 03 0 0 0 00 00 002222212221223 11 0 00001000CA30 00 47188311113212
  5554158228575N   2321411122221332 0 031 63220902 40000500150012 1204 91318000 0 00001 398 0 03 0 0 0 08 02 087777777777773 11 0 00001000TX01 00  8108323323212
  5562135695637N  24281411322223332 0 031 63311002130000500350032 1204122 00002 0 00003 0 0 0 0198 0 0 01 01 421171121122122 11 0 00001000CA20 00 60101312323212
  5576195668073N    94041112222023123 663 04220902 4000017231723114104162 00001314310212598 0 014798 0 00 00 001211012110222 11 0 00001000CA10 00 57022321113212
  5587075535895N251701142132222632147 832173220901 0121300001213118104142 00002 0 00001 34598 03 0 0 0 00 00 002017021111223 11 0 00001000NE02 00 41170313223212
  5592132555637A  18350211222226332 0 031 64120902 20000142114213 5424112 00002 0 00003 0 0 0 03 0 0 0 03 02 021127777122112 60 0 0122 751ZZ08122 64112321111111
  5607147747059H 863050121222227332 0 032164120901 0132100001321663303322 00002 0 00003 0 0 0 03 0 0 0 00 00 002111222112112 11 0 00001000CA30 00 61150311213212
  5614152336513N  37100411222227332 0 073 04220901 05003000050031 2504292 0000126271083 0 0 0 03 0 0 0 02982 021117111112223 11 0 00001000CA20 00  5152311113212
  56241548949 1H  44150111122221332 0 013 01212111 01813000018136 3301202 00002 0 00003 0 0 0 03 0 0 0 02421 122121221111112 20 0 0112 651ZZ08 12 43131312321111
  5632132625637H  53080122021220221471113 05212001 01621000016216 3301271231032 0 0000198 0 0 00 0 0 0 02421 431111117211113 20 0 0112 662ZZ08 10 62200311221111
  5642099438677H     81111122222322 0 013 04314211 01321000013216 3301312 00002 0 00003 0 0 0 03 0 0 0 02422 032111121212113 12 1 20001000CA10 00 47131321312212
  5652136036837N  54281422022223332 0 032173111002130000200820002 1204 11131042 0 00000 0 0 0 00 0 0 0 02422 027102172772272 11 0 00001000CA30 00 64130312213212
  5664158228575N   2321411122223222 0 031 63111001 03003000030032 120431131220126312201 398 0 03 0 0 0 02 41 132121111211113 11 0 00001000IL01 00 66101321113212
  5674152326513N  37100422022228332 0 053 03120901 0200100002001121104972 0000131 124014498 0 03 0 0 0 00 00 002111171012720 11 0 00001000CA30 00 44100012313212
  5682137325637N  21931411822220032 0 031 62320901 02003000020032 1204 00 00001312380014698 0 0298 0 0 08 019837101121772173 11 0 00001000LA01 00  8208323323212
  5692137315637J  22221211222227332 0 003 03411801 0800300000003099604 02 00002 0 00000 0 0 0 00 0 0 0 08 08 080777777777770 00 0 08881008ZZ08 00  8008015530010
  5704152828575N   2510411122222232 0 013 02212002 4000050015001115104312 00002 0 00000 0 0 0 011498 0 00 00 001127171771120 11 0 00001000CA20 00 10111321213212
  5712135675637N  24281421822226312 0 013 04120902 10000162316236 3301 00 00002 0 0000198 0 0 0198 0 0 02422 037111121711701 20 0 0222 751ZZ08 10 64100212321111
  5722138996737N1041021411122221332 0 031102211001 05003000050032 1204311312402 0 00001 32698 01 498 0 02191 132111122222223 11 0 00001000AR01 00 15131321113212
  57341563665 1N  40961411102221332 0 031 61420901 05003000050032 1204 00 00002 0 00003 0 0 0 03 0 0 0 02982 031111121211112 11 0 00001000LA01 00 11211322333212
  5747149461171A   8020211222226332 0 013 06211112 40000112311233 5424 02 00002 0 00003 0 0 0 03 0 0 0 03 01 427111771111223 60 0 0122 711ZZ08122 53172321221111
  5757149217059N 758030411222226121 21032 16213311 0182300001823119104392 00001 3252401 32698 03 0 0 0 00 00 002122171122122 11 0 00001000CA30 00100168311113212
  5762138575637N  21511411122221232 0 023 06120901 0151300001513128104322 00002 0 00001 32698 03 0 0 0 00 00 002122121111223 12 1130001000IL01 00 36261311212212
  5772133246837J  6033021112222333114 132167120902 20000182318233 6434231342102 0 00003 0 0 0 01 41998 02121 412177171717113 11 0 00001000CA20 00 55131311213212
  5784088428285H  51260122022226232 0 013 03120902 20000122112216 3301122 00002 0 00003 0 0 0 03 0 0 0 03 02 027772777177113 11 0 00001000CA20 00 66100212323212
  5794157544913A3072030211222226332 0 063 04120902 20000122312233 5424312 00002 0 00001 32698 03 0 0 0 03 02 022121121121113 12 4 60001000CA10 00 66162111212212
  5802135695637N  2428141112222123115 131 61413001 05002000050022 1204121452402 0 00000 0 0 0 014798 0 02 41 422110112121172 11 0 00001000LA01 00 16111324413212
  5812138666837H  55400122022220332 0 043 03211002 4000018231823198604 00 00002 0 00003 0 0 0 012598 0 08 08 087771777177773 11 0 00001000CA30 00 61210122423212
  5826197298073A   1801211222226330 0 032 44412001 0500300005003119104141152402 0 0000197229840198 0 0 00 00 002110270107223 11 0 00001000MI01 00 98002321213212
  5832134356837J  57291211322222332 0 032174212001 01823000018233 6434 11988002 0 0000198 0 0 03 0 0 0 03 01 421121221171113 12 7 70001000CA10 00 27151311312212
  5842095378699H    250122022224232 0 073 03211112 4000019131913115104 02 00002 0 00003 0 0 0 03 0 0 0 00 00 001122112172223 11 0 00001000CA20 00 51220322313212
  5852132685637H  5308011111122222150 913 04120902 20000162116216 3301322 00002 0 00001 398 0 01 598 0 02 52 031222121111112 12 2 20001000AZ01 00 66162312312212
  5864156488575N   2510411122222332 0 032 24412001 0500300005003199604271368002 0 00003 0 0 0 03 0 0 0 08 08 082117111212222 11 0 00001000CA20 00 10101321213212
  58741556965 1N  40901411111211221651131 62211002 40000500350032 120428131210122462103 0 0 0 014798 0 024211087171111271772 11 0 00001000LA01 00 17121121313212
  5882135326837H  60330111111225122 0 013 03214122 40000181318136 3301 12 00002 0 00003 0 0 0 02 33298 00 00 002111212111223 12 2 20001000CA20 00 32122322222212
  5892132255637J  2017021121222433112 132173120901 01813000018133 6434352 00002 0 00003 0 0 0 03 0 0 0 03 08 022772171171222 12 7 70001000CA10112 23132312322111
  5902133885637H  20970122022224332 0 013 01213312 40000152315236 3301362 00002 0 00001261498 01 4 398 02982 037172222211172 20 0 0112 682ZZ08 00 52150322421122
  5914083948153N   1390411212226332 0 032176212801 0500200005002114104291252400 0 00000 0 0 0 00 0 0 0 00 00 001112111122123 11 0 00001000IL01 00  0102321113212
  5926194758073N  31071411212220222 0 032171212001 0152300001523129104152 00002 0 00003 0 0 0 01 32698 00 00 001121122121223 1213130001000OH01 00 28152311112212
  5934158228575N   2321422022222332 0 032 43314001 01421000014212 1204281202402 0 00001 32526981 298 0 02 41 122111127711113 11 0 00001000GE01 00 46140322313212
  5944158228575N   2321411122221332 0 031 64120901 01723000017232 1204140 00002 0 00001 398 0 01 498 0 02 42 027111117171172 11 0 00001000CA10 00 61151321313212
  5957145587059H 750020122022220332 0 013 04220901 0152300001523652302311368002 0 00003 0 0 0 0198 0 0 00 00 007111722122122140 0 0218 792ZZ08 10 60220311411111
  59641553665 1H  4064011122222833159 713 01414001 0500300005003626104 12 00002 0 00003 0 0 0 03 0 0 0 00 00 001111121121222130 0 0118 151ZZ08972 95112311111111
  5972138936737H1096020111122226332 0 031 93212211 01421000014211 3301361312302 0 0000298 0 0 03 0 0 0 02422 027111127711221 20 0 0112 561ZZ08 12 46152321311111
  5982133805637H  20970111122224332 0 031 61314001 0172300001723649302120 00002 0 00000 0 0 0 014798 0 00 00 007171111712222140 0 0228 591ZZ08 12 26211121421111
  5994152376513N  37100411122221332 0 013 04120902 30000161116116 3301 11202401163624014498 0 014798 0 02422 012112121711113 11 0 00001000CA20 00 64131311213212
  6004154418575H   131011121221623166 632176120901 0122300001223198604361362402 0 00001444498 03 0 0 0 08 08 082172127222223 11 0 00001000MI01 00 47272321123212
  6012133716837H  60410122022226332 0 013 03120902 30000122312236 3301362 00002 0 000012698 0 01 498 0 02422 031121127112113 1214140001000FL01980 66200322312111
  6026196988073N  3107141112222523115 143 04213212 400001221122111410427124240130241041 345 2983 0 0 0 00 00 002112212121113 11 0 00001000CA30 00 51142321113212
  60341563865 1N  40941422022222332 0 031 63112212 20000182818202 1204122 00002 0 000024098 0 024798 0 02422 031111121712172 11 0 00001000CA10 00 54170322423212
  6044083758153A   1330211112111231861113 06320901 01721000017213 8454311312402 0 0000198 0 0 013998 0 08 02 082121171121222 90 0 0222 661ZZ08142 35171111211111
  6052133486737H1349020111211214112 0 043 04120902 20000122312236 330114131102131 9101127 998 01 498 0 02471 432121222112223 11 0 00001000NM02 00 65142321113212
  6064154324913N3132011422022222332 0 032 13111111 01613000016135 2504 11201022 0 00001 3 298 03 0 0 0 03 02 022121122111223 11 0 00001000CA20 00 53170211313212
  60741579749 1J  44410211122224232 0 053 03411111 01823000018233 6434272 00002 0 00003 0 0 0 03 0 0 0 03 02 031172121172122 12 7 70001000KY01 00 23111322222212
  6082136306837H  55390122022226332 0 043 02120902 20000181118116 3301 12 00002 0 00001 398 0 0198 0 0 03 01 321112222112112 12 2 10001000CA20 10 66230113312111
  6092133926937H  27330122021211331111073 05220901 01123000011231 3301151978002 0 00001 32698 03 0 0 0 02471 412112112111113140 0 0128 812ZZ08 10 57230321311111
  6104156618575N   171041122222622155 473 06220901 0112300001123118104322 00002 0 00000 0 0 0 00 0 0 0 00 00 002222221111223 11 0 00001000WI01 00 24142311113212
  6116192988073N  9304041122222622147 832 57211001 0122300001223198604112 00002 0 000014498 0 03 0 0 0 08 08 082227777177122 11 0 00001000PA01 00 50202312313212
  6122139395637N  2201141121122723135 732 17314001 0500300005003116104322 00002 0 00003 0 0 0 03 0 0 0 00 00 002217222121223 1213 10001000MN02 00 21142311112212
  6132094658677H     81121122222332 0 013 01214121 01623000016236 3301 02 00002 0 00003 0 0 0 03 0 0 0 02 42 027700000000000 00 0 08881008ZZ08 00100000025530010
  6144152326513N  37100411222220322 0 013 03220902 4000050035003125104122 00002 0 00003 0 0 0 00 0 0 0 00 00 007770000000000 00 0 08881008ZZ08 00100008025530010
  6152092645219N     9141112222123122 531 64116111 01711000017112 1204311312402 0 00001 398 0 03 0 0 0 01 019822121122127113 11 0 00001000TX01 00 39211321113212
  6167075525895N250701041132222533120 373 04120901 0172300001723199604361362402 0 00003 0 0 0 00 0 0 0 00 00 007177177711112 11 0 00001000CA20 00 57222311223212
  6172137686737H102102011122122732120 313 07211001 01123000011234 4414 12 00002 0 00001 32698 03 0 0 0 03 01 222122111121222 11 0 00001000CA10 00 57162311113212
  6187075545895N  2516042201221133150 913 04614421 0152100001521699104362 00001 31424014598 0 03 0 0 0 00 00 002111111112111130 0 0118 602ZZ08 00 39160311211212
  6192139656637H408701011111222222120 313 04213182 40000122312236 33013613124019731220126 398 01 498 0 03 02 031111122112113 11 0 00001000CA30 00 40182321113212
  6202139345637N  21621411222227232 0 032166211112 4000011231123114104222 0000198971023 0 0 0 03 0 0 0 00 00 002122711111223 11 0 00001000CA10 00 46182321313212
  62141563865 1N  40901411122221332 0 013 06120901 01723000017232 1204432 00002 0 000012598 0 03 0 0 0 02422 032117122171173 11 0 00001000CA20 00 63141311113212
  6224088428285H  51260122022220332 0 031152220902 40000182318236 3301 02 00000 0 00000 0 0 0 00 0 0 0 08 08 080000000000000 00 0 08881008ZZ08 00100000024430010
  6232134376837H  57291111122221332 0 032 53420901 0500300005003116104422 00002 0 00003 0 0 0 0298 0 0 00 00 002171121121223 11 0 00001000IL02 00  9121323323212
  6244082868285N  5010041112122233180 131 64120901 01423000014232 1204351 12102 0 00003 0 0 0 01 498 0 08 02 022122112121110 11 0 00001000CA80 00 59148311313212
  6252095268699H   9060111222228332 0 013 04216001 05003000050036 3301972 00002 0 00003 0 0 0 03 0 0 0 03 01 432111222221122 12 2 20001000CA10 00 28132311312212
  6266192638073N  31031411822225332 0 073 03120901 02003000020032 1204 02 00002 0 000012998 0 03 0 0 0 03 02 037222111121112 11 0 00001000CA10 00100271222323212
  6272094638677N     8141112211123154 332174120902 30000162116212 120431131240131152401 32698 0198 0 0 02471 122211111221222 11 0 00001000CA10 00 57151311223212
  6282138976737N1041021411222226332 0 013 02612112 4000015211521118104312 00002 0 00000 0 0 0 00 0 0 0 00 00 001122122112223 11 0 00001000MO01 00 61242321223212
  62941553365 1N  40640411212227232 0 013 03420901 0500100005001114104371988002 0 000012298 0 03 0 0 0 00 00 007111172110212 11 0 00001000CA20 00 16142321313212
  6302094788677H  32040111122212322 0 013 04120902 20000500350034 4414362 00002 0 0000144 314980 0 0 0 03 01 422127122121113 11 0 00001000HI01 00 58202311113212
  63141578249 1H  43610111122221332 0 013 01411001 0500300005003126104352 00002 0 000012698 0 03 0 0 0 00 00 001171121122122130 0 0228  71ZZ08 00  3201321211212
